miRNA,symbol,score
hsa-miR-548j-5p,TNS3,64.1966
hsa-miR-548o-5p,TNS3,64.1966
hsa-miR-548w,TNS3,64.1966
hsa-miR-548y,TNS3,64.1966
hsa-miR-2467-3p,TNS3,63.4756991073971
hsa-miR-5589-3p,TNS3,62.9854
hsa-miR-7-5p,TNS3,62.342477475
hsa-miR-4804-3p,TNS3,61.8925
hsa-miR-3164,TNS3,61.6444
hsa-miR-6820-3p,TNS3,61.6444
hsa-miR-6768-3p,TNS3,60.1522392444
hsa-miR-4795-3p,TNS3,59.8305
hsa-miR-7108-5p,TNS3,59.5169048749287
hsa-miR-93-3p,TNS3,59.4483
hsa-miR-4477b,TNS3,59.2767
hsa-miR-6840-5p,TNS3,59.0220294658
hsa-miR-4472,TNS3,58.7606427118882
hsa-miR-144-3p,TNS3,58.0189775108
hsa-miR-6826-5p,TNS3,57.1339
hsa-miR-1275,TNS3,56.2725587425
hsa-miR-1827,TNS3,55.9749397456
hsa-miR-3919,TNS3,55.75631325
hsa-miR-101-3p,TNS3,55.3070527490166
hsa-miR-6795-3p,TNS3,55.2869091568
hsa-miR-3714,TNS3,55.2544
hsa-miR-103a-3p,TNS3,54.0079
hsa-miR-107,TNS3,54.0079
hsa-miR-514a-5p,TNS3,53.5111989202
hsa-miR-548ao-3p,TNS3,53.4161
hsa-miR-4749-3p,TNS3,52.8449972012
hsa-miR-299-5p,TNS3,52.098
hsa-miR-4664-5p,TNS3,51.6873910564
hsa-miR-324-3p,TNS3,51.156
hsa-miR-4690-3p,TNS3,51.0540658153
hsa-miR-5685,TNS3,51.0540658153
hsa-miR-4651,TNS3,50.7166128303698
hsa-miR-608,TNS3,50.7166128303698
hsa-miR-579-3p,TNS3,50.6495
hsa-miR-664b-3p,TNS3,50.6495
hsa-miR-146a-3p,TNS3,50.0
hsa-miR-3529-3p,TNS3,50.0
hsa-miR-200b-3p,VASH2,99.7287094845661
hsa-miR-200c-3p,VASH2,99.7287094845661
hsa-miR-429,VASH2,99.7287094845661
hsa-miR-448,VASH2,99.5615498569287
hsa-miR-3658,VASH2,98.5410687074185
hsa-miR-106b-5p,VASH2,97.3091024622258
hsa-miR-20a-5p,VASH2,97.3091024622258
hsa-miR-5696,VASH2,96.8124920966112
hsa-miR-526b-3p,VASH2,96.7016548689171
hsa-miR-106a-5p,VASH2,96.2954158462644
hsa-miR-17-5p,VASH2,96.2954158462644
hsa-miR-20b-5p,VASH2,96.2954158462644
hsa-miR-519d-3p,VASH2,96.2954158462644
hsa-miR-93-5p,VASH2,96.2954158462644
hsa-miR-137-3p,VASH2,96.211849424
hsa-miR-4680-3p,VASH2,96.1742831322462
hsa-miR-500a-5p,VASH2,94.966155352
hsa-miR-9718,VASH2,94.83662
hsa-miR-3680-3p,VASH2,94.3307740007
hsa-miR-7160-5p,VASH2,94.2885
hsa-miR-2116-5p,VASH2,93.7892714537406
hsa-miR-628-5p,VASH2,92.74984
hsa-miR-218-5p,VASH2,92.5430003027
hsa-miR-4743-3p,VASH2,92.2076451994
hsa-miR-5589-5p,VASH2,91.98458
hsa-miR-3180-5p,VASH2,91.1480481991
hsa-miR-4796-3p,VASH2,90.3586861936
hsa-miR-3609,VASH2,90.1653525547699
hsa-miR-548ah-5p,VASH2,90.1653525547699
hsa-miR-548c-3p,VASH2,89.9277397038255
hsa-miR-9983-3p,VASH2,88.9058088633292
hsa-miR-3126-5p,VASH2,88.6331
hsa-miR-6875-5p,VASH2,88.6331
hsa-miR-4668-3p,VASH2,88.5820422595755
hsa-miR-300,VASH2,88.407086104341
hsa-miR-381-3p,VASH2,88.407086104341
hsa-miR-129-5p,VASH2,87.8580175661988
hsa-miR-5584-3p,VASH2,87.3175926976
hsa-miR-4694-3p,VASH2,86.3656
hsa-miR-493-5p,VASH2,86.1142
hsa-miR-3613-3p,VASH2,85.9882
hsa-miR-494-3p,VASH2,85.8203678325
hsa-miR-660-3p,VASH2,85.662415037
hsa-miR-4663,VASH2,85.2369
hsa-miR-8077,VASH2,85.2369
hsa-miR-520f-3p,VASH2,85.1766
hsa-miR-3163,VASH2,84.7843000806981
hsa-miR-138-2-3p,VASH2,84.0603425065023
hsa-miR-10399-5p,VASH2,83.6316
hsa-miR-6504-3p,VASH2,83.6316
hsa-miR-6847-3p,VASH2,83.5926
hsa-miR-1245b-3p,VASH2,83.181
hsa-miR-3148,VASH2,83.0583388888
hsa-miR-3606-5p,VASH2,82.6374338336
hsa-miR-9-3p,VASH2,82.401
hsa-miR-519a-3p,VASH2,82.3618
hsa-miR-519b-3p,VASH2,82.3618
hsa-miR-519c-3p,VASH2,82.3618
hsa-miR-10b-3p,VASH2,82.224480118
hsa-miR-153-3p,VASH2,81.9223621087776
hsa-miR-498-3p,VASH2,81.8988
hsa-miR-589-3p,VASH2,81.7113723008
hsa-miR-4325,VASH2,81.6557572286532
hsa-miR-5003-3p,VASH2,80.3309396916
hsa-miR-6749-3p,VASH2,80.043349768251
hsa-miR-330-3p,VASH2,79.7868687028
hsa-miR-4435,VASH2,79.5603
hsa-miR-548at-3p,VASH2,79.2758
hsa-miR-548ay-3p,VASH2,79.2758
hsa-miR-450a-1-3p,VASH2,79.0242125824
hsa-miR-6882-5p,VASH2,79.0002426656
hsa-miR-4652-3p,VASH2,78.6021845497
hsa-miR-3121-3p,VASH2,78.5374086335
hsa-miR-8084,VASH2,78.3400325373469
hsa-miR-636,VASH2,78.0708973122
hsa-miR-4639-5p,VASH2,77.8746
hsa-let-7a-3p,VASH2,77.3216
hsa-let-7b-3p,VASH2,77.3216
hsa-let-7f-1-3p,VASH2,77.3216
hsa-miR-98-3p,VASH2,77.3216
hsa-miR-335-3p,VASH2,77.0908750203058
hsa-miR-1233-5p,VASH2,76.5795497419
hsa-miR-6778-5p,VASH2,76.5795497419
hsa-miR-4432,VASH2,76.4834
hsa-miR-21-5p,VASH2,74.6971797664
hsa-miR-3689a-5p,VASH2,74.5733
hsa-miR-3689b-5p,VASH2,74.5733
hsa-miR-3689e,VASH2,74.5733
hsa-miR-3689f,VASH2,74.5733
hsa-miR-4742-3p,VASH2,74.4271
hsa-miR-4659b-5p,VASH2,74.3568
hsa-miR-3152-3p,VASH2,73.9836983744
hsa-miR-4668-5p,VASH2,73.3651479223221
hsa-miR-4276,VASH2,73.2831191665
hsa-miR-3145-3p,VASH2,72.765244063
hsa-miR-3942-3p,VASH2,72.51651957
hsa-miR-4500,VASH2,71.9937
hsa-miR-4691-5p,VASH2,71.904823254
hsa-miR-6792-3p,VASH2,71.904823254
hsa-miR-3140-5p,VASH2,71.6657687012
hsa-miR-7162-3p,VASH2,71.538
hsa-miR-561-3p,VASH2,71.4828
hsa-miR-32-5p,VASH2,70.9492
hsa-miR-92a-3p,VASH2,70.9492
hsa-miR-92b-3p,VASH2,70.9492
hsa-miR-548as-3p,VASH2,68.9925470266
hsa-miR-7108-5p,VASH2,68.7518
hsa-miR-6843-3p,VASH2,68.3715726099741
hsa-miR-6848-3p,VASH2,68.3715726099741
hsa-miR-4282,VASH2,68.220840172
hsa-miR-571,VASH2,67.7323
hsa-miR-148a-5p,VASH2,67.1404919773973
hsa-miR-581,VASH2,66.963410668
hsa-miR-549a-3p,VASH2,66.6199
hsa-miR-7154-5p,VASH2,66.5374013032
hsa-miR-548u,VASH2,66.3761
hsa-miR-7161-5p,VASH2,66.3761
hsa-miR-6512-5p,VASH2,66.2287
hsa-miR-4659a-5p,VASH2,65.9615
hsa-miR-148a-3p,VASH2,65.7751
hsa-miR-148b-3p,VASH2,65.7751
hsa-miR-152-3p,VASH2,65.7751
hsa-miR-302a-5p,VASH2,65.3257617807674
hsa-miR-6885-3p,VASH2,65.1187536890792
hsa-miR-4731-5p,VASH2,64.8852
hsa-miR-25-3p,VASH2,64.8031
hsa-miR-363-3p,VASH2,64.8031
hsa-miR-367-3p,VASH2,64.8031
hsa-miR-3123,VASH2,64.5795
hsa-miR-219a-2-3p,VASH2,64.1231
hsa-miR-4733-3p,VASH2,63.8559
hsa-miR-590-5p,VASH2,63.8220047347
hsa-miR-513b-5p,VASH2,63.6193
hsa-miR-125b-2-3p,VASH2,63.0046
hsa-miR-8060,VASH2,62.6358458251
hsa-miR-759,VASH2,62.4887
hsa-miR-1827,VASH2,62.0383
hsa-miR-624-3p,VASH2,61.9257
hsa-miR-29a-3p,VASH2,61.539
hsa-miR-29b-3p,VASH2,61.539
hsa-miR-29c-3p,VASH2,61.539
hsa-let-7a-5p,VASH2,61.3061
hsa-let-7b-5p,VASH2,61.3061
hsa-let-7c-5p,VASH2,61.3061
hsa-let-7e-5p,VASH2,61.3061
hsa-let-7f-5p,VASH2,61.3061
hsa-let-7g-5p,VASH2,61.3061
hsa-let-7i-5p,VASH2,61.3061
hsa-miR-98-5p,VASH2,61.3061
hsa-miR-302b-5p,VASH2,61.2606196099
hsa-miR-302d-5p,VASH2,61.2606196099
hsa-miR-4427,VASH2,61.2426029365558
hsa-miR-6878-5p,VASH2,60.4068
hsa-miR-7855-5p,VASH2,60.3409
hsa-miR-369-3p,VASH2,59.8114986848072
hsa-miR-3667-3p,VASH2,59.5168
hsa-miR-3149,VASH2,59.370031800555
hsa-miR-4728-5p,VASH2,59.1119
hsa-miR-6785-5p,VASH2,59.1119
hsa-miR-4301,VASH2,58.4757
hsa-miR-186-5p,VASH2,58.2391500952995
hsa-let-7d-5p,VASH2,58.218
hsa-miR-202-3p,VASH2,58.218
hsa-miR-4458,VASH2,58.218
hsa-miR-520f-5p,VASH2,57.9984
hsa-miR-6733-5p,VASH2,57.7653992917173
hsa-miR-6739-5p,VASH2,57.7653992917173
hsa-miR-4797-5p,VASH2,57.4546
hsa-miR-10393-5p,VASH2,57.3461458376
hsa-miR-342-5p,VASH2,57.1344
hsa-miR-4664-5p,VASH2,57.1344
hsa-miR-4311,VASH2,56.7876
hsa-miR-3688-3p,VASH2,56.6296
hsa-miR-3646,VASH2,56.37799326
hsa-miR-3153,VASH2,56.250197589708
hsa-miR-22-5p,VASH2,56.1749490011881
hsa-miR-4277,VASH2,56.08102224
hsa-miR-3156-5p,VASH2,56.0218
hsa-miR-518a-5p,VASH2,55.7345
hsa-miR-527,VASH2,55.7345
hsa-miR-873-3p,VASH2,55.331
hsa-miR-548g-3p,VASH2,55.026021328
hsa-miR-5588-3p,VASH2,54.6936
hsa-miR-5579-3p,VASH2,54.5713320607
hsa-miR-5193,VASH2,54.05612436
hsa-miR-193a-3p,VASH2,53.8986
hsa-miR-193b-3p,VASH2,53.8986
hsa-miR-892b,VASH2,53.8986
hsa-miR-579-3p,VASH2,53.4755174467481
hsa-miR-664b-3p,VASH2,53.4755174467481
hsa-miR-8066,VASH2,53.4140025224
hsa-miR-1287-3p,VASH2,53.1028
hsa-miR-4645-3p,VASH2,52.7066
hsa-miR-5187-3p,VASH2,52.6510351941929
hsa-miR-4667-5p,VASH2,52.6203
hsa-miR-4700-5p,VASH2,52.6203
hsa-miR-8089,VASH2,52.6203
hsa-miR-128-3p,VASH2,52.5583
hsa-miR-216a-3p,VASH2,52.5583
hsa-miR-203a-3p,VASH2,52.1802214246264
hsa-miR-4257,VASH2,52.1156968135
hsa-miR-4326,VASH2,51.9169
hsa-miR-3133,VASH2,51.8741752615
hsa-miR-149-3p,VASH2,51.8091
hsa-miR-6883-5p,VASH2,51.8091
hsa-miR-297,VASH2,51.6181
hsa-miR-4698,VASH2,51.4412
hsa-miR-6516-5p,VASH2,51.4383758568
hsa-miR-6507-3p,VASH2,51.0022686262
hsa-miR-6499-3p,VASH2,50.8437
hsa-miR-520e-5p,VASH2,50.8202655665
hsa-miR-548ar-3p,VASH2,50.7400622524695
hsa-miR-152-5p,VASH2,50.5933037281
hsa-miR-27a-3p,VASH2,50.5087
hsa-miR-27b-3p,VASH2,50.5087
hsa-miR-9985,VASH2,50.5087
hsa-miR-148b-5p,VASH2,50.0
hsa-miR-6874-3p,VASH2,50.0
hsa-miR-5003-5p,VIP,98.3208807176
hsa-miR-5002-5p,VIP,95.79191
hsa-miR-3148,VIP,91.67736
hsa-miR-3668,VIP,90.30931
hsa-miR-6833-3p,VIP,90.05042
hsa-miR-4424,VIP,89.8019
hsa-miR-183-3p,VIP,89.5056
hsa-miR-466,VIP,89.1949
hsa-miR-543,VIP,86.929005294
hsa-miR-4768-5p,VIP,86.4301
hsa-miR-6873-3p,VIP,86.2128
hsa-miR-6733-3p,VIP,83.414
hsa-miR-6511b-5p,VIP,81.4071
hsa-miR-6811-5p,VIP,81.4071
hsa-miR-653-3p,VIP,79.8852
hsa-miR-4282,VIP,79.3929279827431
hsa-let-7f-2-3p,VIP,79.1481
hsa-miR-1185-1-3p,VIP,79.1481
hsa-miR-1185-2-3p,VIP,79.1481
hsa-miR-6868-3p,VIP,79.1142
hsa-miR-9985,VIP,77.4670633749
hsa-miR-513b-5p,VIP,77.3392
hsa-miR-4699-3p,VIP,76.1026557952
hsa-miR-3163,VIP,75.1685
hsa-miR-3140-5p,VIP,74.0489
hsa-miR-3978,VIP,73.0162
hsa-miR-27a-3p,VIP,72.9393165963
hsa-miR-27b-3p,VIP,72.9393165963
hsa-miR-372-5p,VIP,70.6454
hsa-miR-4789-3p,VIP,69.678553648
hsa-miR-4452,VIP,68.5895
hsa-miR-26b-3p,VIP,67.8205
hsa-miR-29b-2-5p,VIP,67.7744
hsa-miR-944,VIP,67.021258336
hsa-miR-548u,VIP,66.977915835
hsa-miR-4423-5p,VIP,66.5422
hsa-miR-4262,VIP,66.1328664049
hsa-miR-5681a,VIP,66.1164
hsa-miR-4261,VIP,65.2302
hsa-miR-147b-5p,VIP,65.0263
hsa-miR-578,VIP,64.9667
hsa-miR-4698,VIP,64.8542
hsa-miR-8063,VIP,64.8542
hsa-miR-371b-5p,VIP,64.8533939373
hsa-miR-373-5p,VIP,64.8533939373
hsa-miR-616-5p,VIP,64.8533939373
hsa-miR-4804-3p,VIP,63.5168
hsa-miR-499a-3p,VIP,63.3873
hsa-miR-499b-3p,VIP,63.3873
hsa-miR-7161-5p,VIP,63.384973545
hsa-miR-1250-3p,VIP,63.2261
hsa-miR-122b-3p,VIP,63.1266
hsa-miR-21-3p,VIP,63.1266
hsa-miR-1179,VIP,62.4337675932
hsa-miR-3928-5p,VIP,62.1973
hsa-miR-6806-3p,VIP,62.1973
hsa-miR-659-3p,VIP,61.4079
hsa-miR-6124,VIP,60.6424
hsa-miR-181a-5p,VIP,60.1724401877
hsa-miR-181b-5p,VIP,60.1724401877
hsa-miR-181c-5p,VIP,60.1724401877
hsa-miR-181d-5p,VIP,60.1724401877
hsa-miR-205-5p,VIP,58.912
hsa-miR-128-3p,VIP,57.8817
hsa-miR-216a-3p,VIP,57.8817
hsa-miR-3143,VIP,57.0947
hsa-miR-556-3p,VIP,56.851
hsa-miR-3681-3p,VIP,55.82
hsa-miR-10399-5p,VIP,54.7739
hsa-miR-6504-3p,VIP,54.7739
hsa-miR-1277-5p,VIP,54.4489
hsa-miR-888-5p,VIP,53.6469
hsa-miR-511-5p,VIP,53.5193
hsa-miR-526b-5p,VIP,52.953
hsa-miR-30a-5p,VIP,52.8642
hsa-miR-30b-5p,VIP,52.8642
hsa-miR-30c-5p,VIP,52.8642
hsa-miR-30d-5p,VIP,52.8642
hsa-miR-30e-5p,VIP,52.8642
hsa-miR-3659,VIP,52.528
hsa-miR-4635,VIP,52.346
hsa-miR-7850-5p,VIP,52.0493440983
hsa-miR-3942-5p,VIP,51.9695264089
hsa-miR-4470,VIP,51.7551
hsa-miR-4703-5p,VIP,51.7361428585
hsa-miR-495-3p,WBP1L,98.1853790999882
hsa-miR-5688,WBP1L,98.1853790999882
hsa-miR-6817-3p,WBP1L,95.7888330248073
hsa-miR-6875-3p,WBP1L,92.8156912
hsa-miR-5011-5p,WBP1L,92.5969135552175
hsa-miR-7110-3p,WBP1L,92.5587819858507
hsa-miR-619-3p,WBP1L,90.9825010759
hsa-miR-137-3p,WBP1L,89.7215
hsa-miR-3918,WBP1L,89.3917442600026
hsa-miR-450b-3p,WBP1L,88.0532963185
hsa-miR-8068,WBP1L,87.6091055051416
hsa-miR-4722-5p,WBP1L,86.5221
hsa-miR-6768-5p,WBP1L,85.8783959275493
hsa-miR-4664-5p,WBP1L,85.4308
hsa-miR-769-3p,WBP1L,85.2168564895
hsa-miR-375-3p,WBP1L,84.6262531932979
hsa-miR-6513-5p,WBP1L,84.3106327344
hsa-miR-4766-5p,WBP1L,83.6599605252
hsa-miR-6873-3p,WBP1L,82.5731067535518
hsa-miR-450a-1-3p,WBP1L,82.1383496199029
hsa-miR-6716-5p,WBP1L,82.092
hsa-miR-4254,WBP1L,81.289048527
hsa-miR-342-5p,WBP1L,80.918
hsa-miR-223-3p,WBP1L,80.8105
hsa-miR-6868-3p,WBP1L,80.577890482
hsa-miR-3913-5p,WBP1L,79.5371832154
hsa-miR-190a-3p,WBP1L,78.9152227659412
hsa-miR-203b-5p,WBP1L,78.5891
hsa-miR-6718-5p,WBP1L,78.5891
hsa-miR-4534,WBP1L,78.4920085465
hsa-miR-3120-5p,WBP1L,78.1346159052542
hsa-miR-466,WBP1L,78.0621
hsa-miR-3166,WBP1L,77.577552959975
hsa-miR-6765-3p,WBP1L,76.9478417419
hsa-miR-1275,WBP1L,76.6025507928
hsa-miR-766-5p,WBP1L,76.475630305
hsa-miR-5187-3p,WBP1L,76.190515847
hsa-miR-3122,WBP1L,75.9105699976
hsa-miR-887-5p,WBP1L,75.9105699976
hsa-miR-3921,WBP1L,75.835686548
hsa-miR-4653-5p,WBP1L,75.835686548
hsa-miR-4256,WBP1L,75.7589904429816
hsa-miR-7850-5p,WBP1L,75.7214
hsa-miR-155-5p,WBP1L,75.2512
hsa-miR-6846-5p,WBP1L,74.7525
hsa-miR-6848-5p,WBP1L,74.7525
hsa-miR-670-3p,WBP1L,74.5371073982
hsa-miR-5089-5p,WBP1L,74.0824773709
hsa-miR-8485,WBP1L,74.0568084878524
hsa-miR-3180-5p,WBP1L,73.6625
hsa-miR-1290,WBP1L,73.2080269512
hsa-miR-942-5p,WBP1L,73.02828967
hsa-miR-5002-3p,WBP1L,73.0171
hsa-miR-11181-5p,WBP1L,72.8987131493287
hsa-miR-1252-5p,WBP1L,72.8532881776
hsa-miR-5580-5p,WBP1L,72.5411
hsa-miR-892c-5p,WBP1L,72.4109151448
hsa-miR-4750-3p,WBP1L,72.3734805708
hsa-miR-7113-3p,WBP1L,71.8348
hsa-miR-10393-3p,WBP1L,71.7916
hsa-miR-6801-5p,WBP1L,71.7916
hsa-miR-4328,WBP1L,71.7824
hsa-miR-4789-3p,WBP1L,71.2008
hsa-miR-214-5p,WBP1L,71.1634727436831
hsa-miR-19a-3p,WBP1L,71.0428
hsa-miR-19b-3p,WBP1L,71.0428
hsa-miR-1207-5p,WBP1L,70.8984786448
hsa-miR-4763-3p,WBP1L,70.8984786448
hsa-miR-128-3p,WBP1L,70.7141
hsa-miR-216a-3p,WBP1L,70.7141
hsa-miR-1303,WBP1L,70.2453
hsa-miR-570-3p,WBP1L,69.8814045507495
hsa-miR-6736-3p,WBP1L,69.4129991492
hsa-miR-888-3p,WBP1L,68.7905
hsa-miR-92a-2-5p,WBP1L,68.2417006096
hsa-miR-4276,WBP1L,67.162
hsa-miR-651-3p,WBP1L,66.92661733
hsa-miR-1248,WBP1L,65.9823506596
hsa-miR-3182,WBP1L,65.9736253559839
hsa-miR-4700-5p,WBP1L,65.8591848864
hsa-miR-589-3p,WBP1L,65.7805330548
hsa-miR-3910,WBP1L,65.5801993744
hsa-miR-4667-5p,WBP1L,65.5221139812
hsa-miR-8089,WBP1L,65.5221139812
hsa-miR-892a,WBP1L,65.1658595644
hsa-miR-6889-3p,WBP1L,65.1417246985
hsa-miR-4665-5p,WBP1L,65.111058066
hsa-miR-6529-3p,WBP1L,64.569102594
hsa-miR-3174,WBP1L,64.4096
hsa-miR-6771-3p,WBP1L,64.3359
hsa-miR-8082,WBP1L,64.0046772344
hsa-miR-4436b-3p,WBP1L,63.832960564
hsa-miR-6735-5p,WBP1L,63.832960564
hsa-miR-6879-5p,WBP1L,63.832960564
hsa-miR-4725-3p,WBP1L,63.6875521889247
hsa-miR-6780b-5p,WBP1L,63.6875521889247
hsa-miR-6808-5p,WBP1L,63.6285066282465
hsa-miR-6893-5p,WBP1L,63.6285066282465
hsa-miR-6888-3p,WBP1L,63.5562028944257
hsa-miR-660-3p,WBP1L,63.4322427282441
hsa-miR-3681-3p,WBP1L,63.2489
hsa-miR-4632-5p,WBP1L,63.132240896
hsa-miR-7843-5p,WBP1L,63.132240896
hsa-miR-6884-3p,WBP1L,62.7674
hsa-miR-7847-3p,WBP1L,62.5195
hsa-miR-7851-3p,WBP1L,62.4054749228
hsa-miR-301a-5p,WBP1L,62.3255334505
hsa-miR-301b-5p,WBP1L,62.3255334505
hsa-miR-3191-5p,WBP1L,62.1402096984
hsa-miR-146a-3p,WBP1L,61.9764530624412
hsa-miR-3714,WBP1L,61.617
hsa-miR-12120,WBP1L,61.1575628259
hsa-miR-940,WBP1L,61.0307935806501
hsa-miR-4718,WBP1L,60.9317
hsa-miR-342-3p,WBP1L,60.778268865816
hsa-miR-513a-5p,WBP1L,60.3217
hsa-miR-3672,WBP1L,60.2689066807556
hsa-miR-4486,WBP1L,60.2308606105
hsa-miR-4306,WBP1L,60.1966
hsa-miR-6833-3p,WBP1L,60.0718116376
hsa-miR-6740-3p,WBP1L,59.962531815
hsa-miR-6864-3p,WBP1L,59.4338438726234
hsa-miR-4685-5p,WBP1L,59.405762197
hsa-miR-17-3p,WBP1L,59.3722459849
hsa-miR-4763-5p,WBP1L,59.145
hsa-miR-4271,WBP1L,59.1345438508057
hsa-miR-103a-1-5p,WBP1L,59.0283
hsa-miR-103a-2-5p,WBP1L,59.0283
hsa-miR-6837-5p,WBP1L,58.2872540707
hsa-miR-937-5p,WBP1L,58.2449770268
hsa-miR-1251-3p,WBP1L,58.1952
hsa-miR-4533,WBP1L,58.1811
hsa-miR-4768-5p,WBP1L,58.1017090096
hsa-miR-6777-3p,WBP1L,57.8953928604
hsa-miR-4640-5p,WBP1L,57.8584214737
hsa-miR-4705,WBP1L,57.7879
hsa-miR-6739-3p,WBP1L,57.5296309464
hsa-miR-140-3p,WBP1L,56.7329
hsa-miR-4659a-3p,WBP1L,56.7142988392716
hsa-miR-4659b-3p,WBP1L,56.7142988392716
hsa-miR-6733-5p,WBP1L,56.2032716158
hsa-miR-4520-2-3p,WBP1L,55.8245
hsa-miR-1-3p,WBP1L,55.5047536924
hsa-miR-206,WBP1L,55.5047536924
hsa-miR-613,WBP1L,55.5047536924
hsa-miR-4798-5p,WBP1L,55.3517
hsa-miR-5702,WBP1L,55.2707984725
hsa-miR-6762-3p,WBP1L,55.096207078
hsa-miR-27a-3p,WBP1L,54.3160929242
hsa-miR-27b-3p,WBP1L,54.3160929242
hsa-miR-9985,WBP1L,54.3160929242
hsa-miR-1285-3p,WBP1L,54.0192134481
hsa-miR-5189-5p,WBP1L,54.0192134481
hsa-miR-3123,WBP1L,53.8854714273374
hsa-miR-5682,WBP1L,53.7144
hsa-miR-4762-5p,WBP1L,53.7017
hsa-miR-4749-5p,WBP1L,53.2867
hsa-miR-33a-3p,WBP1L,52.7703
hsa-miR-29a-3p,WBP1L,52.6034
hsa-miR-29b-3p,WBP1L,52.6034
hsa-miR-29c-3p,WBP1L,52.6034
hsa-miR-7974,WBP1L,52.5736144448245
hsa-miR-6508-3p,WBP1L,52.5207154927742
hsa-miR-6833-5p,WBP1L,52.4778288885919
hsa-miR-6501-3p,WBP1L,52.448451969
hsa-miR-1231,WBP1L,52.1457744315
hsa-miR-876-5p,WBP1L,52.0974547366
hsa-miR-4720-3p,WBP1L,52.0974
hsa-miR-4804-3p,WBP1L,52.0974
hsa-miR-3664-5p,WBP1L,51.8745955267
hsa-miR-135a-3p,WBP1L,51.2223
hsa-miR-153-5p,WBP1L,51.19844608
hsa-miR-4714-5p,WBP1L,51.0498
hsa-miR-2110,WBP1L,51.0107874485
hsa-miR-24-3p,WBP1L,50.7220738428806
hsa-miR-6791-3p,WBP1L,50.3687291057842
hsa-miR-6829-3p,WBP1L,50.3687291057842
hsa-miR-1229-3p,WBP1L,50.0
hsa-miR-3690,WBP1L,50.0
hsa-miR-3973,WBP1L,50.0
hsa-miR-578,WBP1L,50.0
hsa-miR-339-5p,WDR81,95.935524434
hsa-miR-1236-3p,WDR81,81.7915
hsa-miR-3690,WDR81,79.8512948853396
hsa-miR-8057,WDR81,74.68154502
hsa-miR-4667-5p,WDR81,73.9708
hsa-miR-6868-5p,WDR81,73.2135009161327
hsa-miR-25-3p,WDR81,73.1486
hsa-miR-363-3p,WDR81,73.1486
hsa-miR-367-3p,WDR81,73.1486
hsa-miR-32-5p,WDR81,72.7872
hsa-miR-92a-3p,WDR81,72.7872
hsa-miR-92b-3p,WDR81,72.7872
hsa-miR-6802-3p,WDR81,71.4734452277
hsa-miR-3175,WDR81,71.2708
hsa-miR-1909-3p,WDR81,68.451170375
hsa-miR-6722-3p,WDR81,68.451170375
hsa-miR-6748-3p,WDR81,67.8749
hsa-miR-3918,WDR81,67.6856014724366
hsa-miR-760,WDR81,66.9158433235
hsa-miR-4731-5p,WDR81,66.5797
hsa-miR-6822-3p,WDR81,65.2488662933
hsa-miR-4700-5p,WDR81,63.2444
hsa-miR-8089,WDR81,63.2444
hsa-miR-518a-5p,WDR81,61.7581
hsa-miR-527,WDR81,61.7581
hsa-miR-548aw,WDR81,61.7581
hsa-miR-3184-5p,WDR81,61.0943
hsa-miR-605-3p,WDR81,59.9196131178
hsa-miR-711,WDR81,59.240947446
hsa-miR-7150,WDR81,59.1519435305798
hsa-miR-4308,WDR81,58.6641396813724
hsa-miR-4699-3p,WDR81,55.7284
hsa-miR-4685-5p,WDR81,54.8667379704218
hsa-miR-4736,WDR81,53.7574284721208
hsa-miR-3127-3p,WDR81,53.7508467964
hsa-miR-6756-3p,WDR81,53.7508467964
hsa-miR-5582-5p,WDR81,53.5106
hsa-miR-6757-5p,WDR81,52.9536845125
hsa-miR-12128,WDR81,52.4221595091842
hsa-miR-1207-5p,WDR81,51.3481918583484
hsa-miR-5088-3p,WDR81,50.7636177994
hsa-miR-370-3p,WDR81,50.0571694832
hsa-miR-6893-3p,WDR81,50.0571694832
hsa-miR-3714,WDR81,50.0
